"","date","device","cost","rfi_revenue","clicks","conversions","impressions","month","year"
"1792",2013-09-03,"WII",0.667517223,"5.373279442",0,0,3227,"Sep",2013
"1793",2013-09-19,"IPAD",15182.37657,"49004.80665",26697,1562.86,19827078,"Sep",2013
"1794",2013-09-20,"KINDLE",0.249758354,"1.11765",0,0,415,"Sep",2013
"1795",2013-09-26,"NULL",732.0148052,"3758.68598",2483,2,1862817,"Sep",2013
"1796",2013-10-30,"UNKNOWN",940.2844818,"2539.111474",789,3604.918,1163110,"Oct",2013
"1797",2013-11-14,"UNKNOWN",1383.650481,"3827.712926",1003,4939.583,1606438,"Nov",2013
"1798",2013-12-19,"ANDROID_MOBILE",30830.58251,"73653.57277",65985,6021.305,30009497,"Dec",2013
"1799",2013-12-30,"IPHONE",20803.57963,"72026.55835",64958,4010.0665,30934766,"Dec",2013
"1800",2013-01-12,"KINDLE",0.073492727,"0.35237",0,0,145,"Jan",2013
"1801",2013-01-18,"NULL",2.600746672,"5.47866",31,0,2264,"Jan",2013
"1802",2013-01-26,"MOBILE",42.36035981,"198.08236",103,6,82029,"Jan",2013
"1803",2013-03-14,"BLACKBERRY_TABLET",473.4346601,"553.06458",1276,34.25,225109,"Mar",2013
"1804",2013-03-29,"GOOGLE_TV",35.90379074,"105.92111",22,109.158,42374,"Mar",2013
"1805",2013-03-29,"PALM",4.77411822,"6.9696",4,2,2309,"Mar",2013
"1806",2013-04-11,"ANDROID_TABLET",771.8558902,"1600.76044",1100,159.2716,645821,"Apr",2013
"1807",2013-05-10,"IPOD",162.4224753,"666.36294",1257,14,297735,"May",2013
"1808",2013-08-10,"UNKNOWN",718.8762025,"1788.733219",1450,2592.821,752272,"Aug",2013
"1809",2013-08-31,"ANDROID_MOBILE",16021.83815,"36129.49006",35504,5264.835,15056588,"Aug",2013
"1810",2013-09-15,"ANDROID_MOBILE",11140.88063,"39958.25329",36769,4786.7,17410278,"Sep",2013
"1811",2013-09-16,"COMPUTER",237117.4432,"690000.8652",128319,352921.955,336265674,"Sep",2013
"1812",2013-09-23,"BLACKBERRY",328.2534498,"1335.868194",481,10,488887,"Sep",2013
"1813",2013-10-19,"WII",0.597158766,"6.768253467",0,0,3610,"Oct",2013
"1814",2013-01-07,"ANDROID_MOBILE",3276.037854,"9535.33953",7728,1272.421,3624367,"Jan",2013
"1815",2013-01-08,"COMPUTER",122382.8733,"296980.2247",88209,120246.1851,127983132,"Jan",2013
"1816",2013-01-15,"BLACKBERRY",32.86456189,"133.78598",44,2,59996,"Jan",2013
"1817",2013-01-29,"IPOD",25.39101457,"206.296",181,1,76292,"Jan",2013
"1818",2013-02-02,"IPHONE",249.869415,"1267.55507",551,58.5,477252,"Feb",2013
"1819",2013-02-20,"IPAD",2844.506346,"12563.70845",5439,1623.98,5938240,"Feb",2013
"1820",2013-03-04,"IPAD",4256.455031,"13664.62147",8820,1341.192,7264761,"Mar",2013
"1821",2013-03-11,"NULL",1.330850024,"3.30692",54,14,1576,"Mar",2013
"1822",2013-03-15,"PSP",0.115887319,"0.9557",0,0,372,"Mar",2013
"1823",2013-04-03,"MOBILE",50.17314774,"168.35693",43,9,68966,"Apr",2013
"1824",2013-04-29,"UNKNOWN",623.8033255,"1480.03985",765,296.768,679382,"Apr",2013
"1825",2013-05-22,"GOOGLE_TV",39.73693901,"126.96321",22,64.546,49501,"May",2013
"1826",2013-05-22,"PALM",2.012981603,"4.88293",1,0,1733,"May",2013
"1827",2013-06-06,"GOOGLE_TV",38.1816889,"146.5079",34,54,59052,"Jun",2013
"1828",2013-06-06,"PALM",1.100970265,"3.36119",2,0,1247,"Jun",2013
"1829",2013-06-27,"WINDOWS_MOBILE",229.9621433,"530.32623",220,85.7,203359,"Jun",2013
"1830",2013-06-29,"IPHONE",4487.091589,"10329.79235",5471,217.23,3819816,"Jun",2013
"1831",2013-07-15,"WII",0.559781206,"3.57417",0,0,1511,"Jul",2013
"1832",2013-08-16,"KINDLE",0.353109537,"1.65873",0,0,935,"Aug",2013
"1833",2013-11-03,"GOOGLE_TV",39.85635902,"152.1392675",32,82,57553,"Nov",2013
"1834",2013-11-03,"PALM",2.472305321,"6.98888",1,0,2278,"Nov",2013
"1835",2013-11-24,"WINDOWS_MOBILE",428.117259,"1691.775072",483,71.09,639216,"Nov",2013
"1836",2013-11-26,"IPHONE",16395.35939,"84465.04448",44860,1001.31,34491007,"Nov",2013
"1837",2013-12-08,"WINDOWS_MOBILE",641.7686567,"1831.066817",567,53.23,749668,"Dec",2013
"1838",2013-12-12,"WII",3.709445011,"9.064974371",1,0,3615,"Dec",2013
"1839",2013-12-28,"IPAD",47112.75559,"114512.194",61625,25292.071,49000759,"Dec",2013
"1840",2013-01-26,"BLACKBERRY_TABLET",786.0486916,"1178.1077",3316,234.7,393368,"Jan",2013
"1841",2013-02-23,"ANDROID_TABLET",936.0680747,"2368.22551",1855,239.41,925729,"Feb",2013
"1842",2013-03-01,"COMPUTER",202524.3842,"468016.1105",96134,165857.766,209785597,"Mar",2013
"1843",2013-03-07,"ANDROID_TABLET",980.1042942,"3530.20992",4025,84.27,1371587,"Mar",2013
"1844",2013-03-22,"IPOD",43.14474437,"208.82052",160,0,76696,"Mar",2013
"1845",2013-04-06,"IPOD",41.09647205,"247.29369",184,2,96299,"Apr",2013
"1846",2013-06-22,"UNKNOWN",789.8899769,"1896.02376",775,2425.282,817142,"Jun",2013
"1847",2013-07-06,"UNKNOWN",737.9690317,"1759.36374",841,749.677,706181,"Jul",2013
"1848",2013-07-27,"ANDROID_MOBILE",12166.21555,"35183.37801",44711,8077.985,14582968,"Jul",2013
"1849",2013-07-28,"COMPUTER",227536.6617,"566162.9642",180772,803484.702,275622374,"Jul",2013
"1850",2013-08-19,"BLACKBERRY",118.5920237,"464.7246548",206,21.08,210397,"Aug",2013
"1851",2013-08-20,"WINDOWS_MOBILE",357.5413276,"712.6155038",281,75.66,269625,"Aug",2013
"1852",2013-08-22,"IPHONE",6143.571338,"24959.23455",12964,476.57,11154549,"Aug",2013
"1853",2013-09-04,"WINDOWS_MOBILE",219.2013834,"578.6950408",264,183,229083,"Sep",2013
"1854",2013-09-06,"IPHONE",4332.359523,"22578.13879",15377,442.84,15783489,"Sep",2013
"1855",2013-09-24,"IPAD",12080.52415,"37366.24588",23395,961.29,14971469,"Sep",2013
"1856",2013-12-03,"UNKNOWN",1052.905793,"2843.789634",692,7279.29,1293035,"Dec",2013
"1857",2013-12-24,"ANDROID_MOBILE",31208.70115,"75252.42615",61515,6385.82,31056231,"Dec",2013
"1858",2013-12-25,"COMPUTER",360212.428,"714274.0221",119360,944238.077,369564614,"Dec",2013
"1859",2013-01-16,"IPAD",1315.944377,"7945.25885",2712,457.06,3196005,"Jan",2013
"1860",2013-01-23,"NULL",2.493539134,"6.12486",46,0,2605,"Jan",2013
"1861",2013-01-27,"PSP",0.096215964,"0.85432",0,0,371,"Jan",2013
"1862",2013-01-31,"MOBILE",28.64265255,"129.26253",37,8,55897,"Jan",2013
"1863",2013-02-01,"KINDLE",0.145568865,"1.08579",0,0,429,"Feb",2013
"1864",2013-02-07,"NULL",2.325075674,"5.70865",34,0,2770,"Feb",2013
"1865",2013-02-15,"MOBILE",69.25081317,"273.70107",194,2,103616,"Feb",2013
"1866",2013-04-03,"BLACKBERRY_TABLET",688.5646107,"780.20984",1851,73.2596,326235,"Apr",2013
"1867",2013-04-18,"GOOGLE_TV",25.17097762,"103.45197",27,79.504,43293,"Apr",2013
"1868",2013-04-18,"PALM",2.889013869,"7.67117",0,0,2542,"Apr",2013
"1869",2013-05-27,"WII",1.233566812,"5.91473",1,0,2439,"May",2013
"1870",2013-06-28,"KINDLE",0.364036897,"0.90368",0,0,304,"Jun",2013
"1871",2013-09-20,"ANDROID_MOBILE",18592.7912,"49345.0509",38257,1749.15,20118758,"Sep",2013
"1872",2013-09-21,"COMPUTER",232617.676,"667277.2298",111153,264434.495,321117210,"Sep",2013
"1873",2013-09-27,"ANDROID_TABLET",780.9458599,"1551.736527",1240,73.51,710194,"Sep",2013
"1874",2013-10-24,"WII",0.461307624,"5.42224817",1,0,3010,"Oct",2013
"1875",2013-11-08,"WII",0.852724441,"6.549834463",1,0,3824,"Nov",2013
"1876",2013-11-25,"KINDLE",2.491954716,"2.66108",0,0,998,"Nov",2013
"1877",2013-12-09,"KINDLE",0.868355074,"2.754908271",0,0,1238,"Dec",2013
"1878",2013-01-12,"ANDROID_MOBILE",2809.754087,"10550.57368",7613,1042.55,3988257,"Jan",2013
"1879",2013-01-13,"COMPUTER",127500.6339,"330361.1911",97147,76436,142810446,"Jan",2013
"1880",2013-01-19,"ANDROID_TABLET",692.0723415,"1691.66214",994,77.99,651459,"Jan",2013
"1881",2013-01-20,"BLACKBERRY",33.94597255,"175.39139",71,5,77411,"Jan",2013
"1882",2013-02-04,"BLACKBERRY",40.91994811,"163.83591",59,4,81686,"Feb",2013
"1883",2013-02-18,"IPOD",37.56205802,"318.18103",150,1.05,119931,"Feb",2013
"1884",2013-03-20,"PSP",0.31070594,"1.93837",0,0,892,"Mar",2013
"1885",2013-04-04,"PSP",0.120586823,"0.42982",0,0,177,"Apr",2013
"1886",2013-05-18,"UNKNOWN",947.3663983,"2250.5118",1229,531.236,963318,"May",2013
"1887",2013-06-11,"GOOGLE_TV",41.61816269,"150.66797",22,32,60355,"Jun",2013
"1888",2013-06-11,"PALM",1.301513325,"3.5504",0,0,1135,"Jun",2013
"1889",2013-07-16,"WINDOWS_MOBILE",256.2683732,"673.8405441",374,53.05,257690,"Jul",2013
"1890",2013-07-18,"IPHONE",6220.583109,"19545.83126",9166,264.33,7166615,"Jul",2013
"1891",2013-07-20,"WII",0.667577745,"4.82338",0,0,2126,"Jul",2013
"1892",2013-08-04,"WII",1.124795997,"8.244602242",1,0,3757,"Aug",2013
"1893",2013-08-21,"KINDLE",0.144445814,"0.69493",0,1,324,"Aug",2013
"1894",2013-08-27,"NULL",136.6824421,"449.2163826",1147,10,200602,"Aug",2013
"1895",2013-09-05,"KINDLE",0.13826373,"0.6328",0,0,262,"Sep",2013
"1896",2013-09-19,"MOBILE",3994.748597,"17835.41337",10299,279.9,6677038,"Sep",2013
"1897",2013-10-15,"UNKNOWN",1018.457491,"2662.674501",893,4546.07,1278039,"Oct",2013
"1898",2013-12-13,"WINDOWS_MOBILE",1156.280121,"2375.872968",1254,28.11,976613,"Dec",2013
"1899",2013-12-15,"IPHONE",29191.05196,"109799.8571",52223,1729.18,42977395,"Dec",2013
"1900",2013-01-31,"BLACKBERRY_TABLET",624.765569,"737.09128",1942,385.15,278362,"Jan",2013
"1901",2013-02-15,"BLACKBERRY_TABLET",1070.072547,"927.45049",2685,208.75,314018,"Feb",2013
"1902",2013-03-12,"ANDROID_TABLET",989.0916322,"3220.52688",4895,377.722,1291003,"Mar",2013
"1903",2013-04-11,"IPOD",43.81578875,"220.79518",299,3.5,89407,"Apr",2013
"1904",2013-07-11,"UNKNOWN",666.992524,"1568.13888",720,767.881,633954,"Jul",2013
"1905",2013-08-16,"ANDROID_MOBILE",15798.81986,"40845.25281",34885,5099.79,17550306,"Aug",2013
"1906",2013-08-17,"COMPUTER",254091.8695,"607064.5665",232957,725838.89,291293656,"Aug",2013
"1907",2013-08-24,"BLACKBERRY",152.5964987,"580.9698789",281,19.4,254160,"Aug",2013
"1908",2013-09-08,"BLACKBERRY",126.8419001,"635.7126585",434,27,280754,"Sep",2013
"1909",2013-09-11,"IPHONE",5694.550458,"27974.04744",18004,259.3,14483499,"Sep",2013
"1910",2013-12-30,"COMPUTER",445489.55,"812529.7853",143703,973434.4265,408702033,"Dec",2013
"1911",2013-01-01,"WINDOWS_MOBILE",50.20288664,"135.59195",70,3.18,53836,"Jan",2013
"1912",2013-01-03,"IPHONE",567.9932556,"3110.30101",1077,288.05,1242770,"Jan",2013
"1913",2013-01-21,"IPAD",1652.425442,"8603.26568",3806,617.75,3890413,"Jan",2013
"1914",2013-02-05,"IPAD",1622.886131,"7113.50033",3339,863.63,3600486,"Feb",2013
"1915",2013-02-12,"NULL",2.2965772,"7.66464",73,0,3358,"Feb",2013
"1916",2013-02-16,"PSP",0.168308578,"1.31586",0,0,636,"Feb",2013
"1917",2013-02-20,"MOBILE",54.97998885,"243.78568",109,3,103383,"Feb",2013
"1918",2013-03-04,"MOBILE",104.4990692,"481.61192",113,15,154102,"Mar",2013
"1919",2013-04-23,"GOOGLE_TV",28.06634273,"107.05219",27,36,43984,"Apr",2013
"1920",2013-04-23,"PALM",1.938239521,"5.11073",2,0,1681,"Apr",2013
"1921",2013-05-07,"GOOGLE_TV",33.33658911,"115.81424",21,49.02,46676,"May",2013
"1922",2013-05-07,"PALM",2.37517607,"6.23209",3,0,2088,"May",2013
"1923",2013-05-28,"WINDOWS_MOBILE",291.5595329,"717.73457",314,44,263889,"May",2013
"1924",2013-06-16,"WII",1.007698367,"5.64539",2,0,2550,"Jun",2013
"1925",2013-07-17,"KINDLE",0.172431255,"0.46484",0,0,166,"Jul",2013
"1926",2013-09-19,"BLACKBERRY_TABLET",748.1742706,"763.8597325",1835,118.53,283240,"Sep",2013
"1927",2013-10-04,"GOOGLE_TV",29.5710883,"113.5744617",57,20.85,44534,"Oct",2013
"1928",2013-10-04,"PALM",1.571591137,"4.1354",2,0,1431,"Oct",2013
"1929",2013-10-25,"WINDOWS_MOBILE",406.2798795,"1033.600556",398,47.352,405358,"Oct",2013
"1930",2013-10-27,"IPHONE",1148.796152,"4642.405782",5872,126.09,1950169,"Oct",2013
"1931",2013-11-09,"WINDOWS_MOBILE",359.269749,"1355.660887",468,60.61,517623,"Nov",2013
"1932",2013-11-13,"WII",1.626704427,"8.062844751",1,0,4007,"Nov",2013
"1933",2013-11-29,"IPAD",24532.24681,"85521.73674",32909,4599.56,32435713,"Nov",2013
"1934",2013-11-30,"KINDLE",2.114474048,"2.40459",0,0,1168,"Nov",2013
"1935",2013-12-14,"KINDLE",0.540683853,"2.377708",0,1,880,"Dec",2013
"1936",2013-12-28,"BLACKBERRY",466.9092391,"1976.621809",1010,11.02,831397,"Dec",2013
"1937",2013-12-28,"MOBILE",1388.123161,"1697.470812",1266,62.8505,690484,"Dec",2013
"1938",2013-01-24,"ANDROID_TABLET",640.200731,"1892.72996",947,154.67,694960,"Jan",2013
"1939",2013-02-01,"ANDROID_MOBILE",3980.771817,"12439.10562",8219,1068.96,4657693,"Feb",2013
"1940",2013-02-02,"COMPUTER",137924.2732,"347269.2948",103752,129324.7,152399992,"Feb",2013
"1941",2013-02-08,"ANDROID_TABLET",627.4638178,"1609.97384",896,81.51,724010,"Feb",2013
"1942",2013-02-23,"IPOD",75.42106421,"354.04809",205,2,131273,"Feb",2013
"1943",2013-03-07,"IPOD",28.44791004,"320.82505",194,3,113668,"Mar",2013
"1944",2013-05-23,"UNKNOWN",860.2925623,"1857.99632",887,785.992,788257,"May",2013
"1945",2013-06-07,"UNKNOWN",638.8565319,"1866.56132",881,1041,794218,"Jun",2013
"1946",2013-06-28,"ANDROID_MOBILE",18208.62237,"36528.06367",25571,4514.258,14735241,"Jun",2013
"1947",2013-06-29,"COMPUTER",336439.3598,"638501.1151",139651,1275600.681,277988717,"Jun",2013
"1948",2013-07-21,"WINDOWS_MOBILE",292.3360299,"714.9850202",366,62,262212,"Jul",2013
"1949",2013-07-23,"IPHONE",4579.079079,"19636.62474",14717,308.01,7741924,"Jul",2013
"1950",2013-08-05,"WINDOWS_MOBILE",690.1699008,"1084.602443",434,180.09,421250,"Aug",2013
"1951",2013-08-07,"IPHONE",4945.230568,"23246.36863",11686,525.335,9804107,"Aug",2013
"1952",2013-08-25,"IPAD",14976.66434,"52728.10113",32227,4395.23,25633846,"Aug",2013
"1953",2013-09-09,"IPAD",6820.809278,"34972.96896",22060,1508.77,17565214,"Sep",2013
"1954",2013-09-10,"KINDLE",0.137569626,"0.86691",0,2,332,"Sep",2013
"1955",2013-09-16,"NULL",170.6066323,"872.7281988",2021,0,441913,"Sep",2013
"1956",2013-09-24,"MOBILE",12731.48388,"47886.39777",26332,815.3,18138429,"Sep",2013
"1957",2013-10-20,"UNKNOWN",1185.250313,"2912.850646",1066,5980.717,1341517,"Oct",2013
"1958",2013-11-04,"UNKNOWN",990.9242572,"2675.076718",1135,3857.177,1203331,"Nov",2013
"1959",2013-11-25,"ANDROID_MOBILE",19245.76268,"61713.7741",41253,4067.04,24631683,"Nov",2013
"1960",2013-11-26,"COMPUTER",354484.5471,"944141.4673",148785,1569529.32,451281505,"Nov",2013
"1961",2013-12-09,"ANDROID_MOBILE",27569.37985,"73581.04304",56607,5380.315,28079337,"Dec",2013
"1962",2013-12-20,"IPHONE",27857.6455,"76765.62005",59650,1491.07,30294437,"Dec",2013
"1963",2013-01-02,"KINDLE",0.165309238,"0.42236",0,0,155,"Jan",2013
"1964",2013-01-08,"NULL",2.878829985,"6.22256",11,0,2713,"Jan",2013
"1965",2013-01-16,"MOBILE",48.06297204,"195.60866",204,2,64736,"Jan",2013
"1966",2013-02-20,"BLACKBERRY_TABLET",1062.928991,"898.53878",2953,161.752,316278,"Feb",2013
"1967",2013-03-04,"BLACKBERRY_TABLET",601.7081405,"545.08366",1406,123.1,238289,"Mar",2013
"1968",2013-03-19,"GOOGLE_TV",21.97853594,"98.68314",15,55,36697,"Mar",2013
"1969",2013-03-19,"PALM",1.535274353,"4.45454",1,0,1580,"Mar",2013
"1970",2013-04-01,"ANDROID_TABLET",562.2320906,"1273.08898",850,175.3308,606754,"Apr",2013
"1971",2013-04-28,"WII",0.945035198,"4.86061",0,0,2071,"Apr",2013
"1972",2013-05-29,"KINDLE",0.164225356,"0.54255",0,0,204,"May",2013
"1973",2013-08-21,"ANDROID_MOBILE",13991.15548,"36962.13123",30593,6454.19,15794922,"Aug",2013
"1974",2013-08-22,"COMPUTER",306186.3354,"712031.4414",270101,673484.939,343604082,"Aug",2013
"1975",2013-08-28,"ANDROID_TABLET",749.3210723,"1908.770758",1531,221.17,893981,"Aug",2013
"1976",2013-09-05,"ANDROID_MOBILE",11138.41842,"35744.26054",24139,7755.18,15308547,"Sep",2013
"1977",2013-09-06,"COMPUTER",232230.2021,"646093.9307",360030,399072.847,299354368,"Sep",2013
"1978",2013-09-13,"BLACKBERRY",327.8603998,"1175.044419",536,0,425900,"Sep",2013
"1979",2013-09-27,"IPOD",546.0492486,"1650.005118",2629,4.2,995983,"Sep",2013
"1980",2013-10-09,"WII",0.660100055,"6.154541474",0,0,3081,"Oct",2013
"1981",2013-10-26,"KINDLE",0.335029532,"1.14479",0,0,470,"Oct",2013
"1982",2013-12-28,"BLACKBERRY_TABLET",515.8022317,"693.8297912",1691,211.9085,322794,"Dec",2013
"1983",2013-01-05,"BLACKBERRY",33.44043134,"184.20133",51,11,86984,"Jan",2013
"1984",2013-01-19,"IPOD",37.17432787,"257.89789",347,0,91785,"Jan",2013
"1985",2013-02-10,"IPAD",1968.823846,"7054.44175",3673,1302.31,3937429,"Feb",2013
"1986",2013-02-21,"PSP",0.242799275,"1.88344",0,0,840,"Feb",2013
"1987",2013-03-01,"NULL",1.877364507,"6.17454",128,2,2508,"Mar",2013
"1988",2013-03-05,"PSP",0.176307543,"1.52258",1,0,648,"Mar",2013
"1989",2013-04-19,"UNKNOWN",840.36318,"1880.66678",877,337.9532,860292,"Apr",2013
"1990",2013-05-12,"GOOGLE_TV",44.51406883,"139.84718",51,35,54817,"May",2013
"1991",2013-05-12,"PALM",2.085146962,"5.92543",1,0,1965,"May",2013
"1992",2013-06-17,"WINDOWS_MOBILE",234.6830764,"553.9383",240,46.35,206333,"Jun",2013
"1993",2013-06-19,"IPHONE",2592.912151,"9934.04194",5205,207.604,3156754,"Jun",2013
"1994",2013-06-21,"WII",0.744568059,"3.00334",0,0,1198,"Jun",2013
"1995",2013-07-05,"WII",0.75880251,"4.10765",2,0,1659,"Jul",2013
"1996",2013-07-22,"KINDLE",0.155076534,"0.73106",0,0,269,"Jul",2013
"1997",2013-07-28,"NULL",2.815860496,"2.70310265",4,0,6112,"Jul",2013
"1998",2013-08-06,"KINDLE",0.393931763,"1.38579",0,0,703,"Aug",2013
"1999",2013-09-24,"BLACKBERRY_TABLET",680.6720255,"674.0662587",1585,188.7,275690,"Sep",2013
"2000",2013-10-30,"WINDOWS_MOBILE",381.4530239,"1126.979228",400,92.33,435239,"Oct",2013
"2001",2013-11-14,"WINDOWS_MOBILE",467.8759284,"1563.955862",504,43.4,589407,"Nov",2013
"2002",2013-11-16,"IPHONE",4579.355056,"20637.94319",20884,412.345,8203176,"Nov",2013
"2003",2013-12-02,"WII",0.930199999,"7.685039388",3,0,3804,"Dec",2013
"2004",2013-12-18,"IPAD",38255.80626,"101650.6377",46537,8170.19,41558508,"Dec",2013
"2005",2013-12-25,"NULL",4157.134058,"13495.20732",8848,133.0005,5833007,"Dec",2013
"2006",2013-12-29,"PSP",0.775855794,"3.119811123",0,0,1958,"Dec",2013
"2007",2013-01-16,"BLACKBERRY_TABLET",776.5171014,"1001.12908",2870,95.05,319162,"Jan",2013
"2008",2013-02-13,"ANDROID_TABLET",831.6964809,"1932.67573",1135,175.643,814764,"Feb",2013
"2009",2013-03-12,"IPOD",19.44243254,"171.69477",93,0,64623,"Mar",2013
"2010",2013-06-12,"UNKNOWN",602.5752073,"1664.13935",824,962.086,743737,"Jun",2013
"2011",2013-07-17,"ANDROID_MOBILE",13290.75786,"34223.54624",24836,3960.67,13448181,"Jul",2013
"2012",2013-07-18,"COMPUTER",255528.0319,"575977.1233",106413,504753.995,278182369,"Jul",2013
"2013",2013-07-25,"BLACKBERRY",126.9669629,"472.9221615",239,13,238467,"Jul",2013
"2014",2013-08-09,"BLACKBERRY",118.0038269,"464.5681093",223,13.01,227236,"Aug",2013
"2015",2013-08-10,"WINDOWS_MOBILE",420.8575318,"736.760301",396,67.5,288925,"Aug",2013
"2016",2013-08-12,"IPHONE",4673.900609,"19769.56775",15171,325.37,8064166,"Aug",2013
"2017",2013-08-30,"IPAD",14643.72851,"42347.75367",27890,3639.64,21626664,"Aug",2013
"2018",2013-09-14,"IPAD",9220.609356,"36648.32206",30643,2028.69,17995611,"Sep",2013
"2019",2013-09-21,"NULL",626.3900288,"3383.331878",5685,4.02,1868047,"Sep",2013
"2020",2013-09-25,"PSP",0.651511364,"3.13856",0,0,1235,"Sep",2013
"2021",2013-11-30,"ANDROID_MOBILE",21200.79598,"62045.42711",42515,3754.305,22331028,"Nov",2013
"2022",2013-12-14,"ANDROID_MOBILE",30581.39702,"79634.10415",59339,9147.9,31955986,"Dec",2013
"2023",2013-12-15,"COMPUTER",393074.5863,"879157.0555",145524,1197687.395,431505506,"Dec",2013
"2024",2013-01-06,"IPAD",1542.551758,"5752.19322",2516,1439.8206,2356395,"Jan",2013
"2025",2013-01-13,"NULL",1.609786415,"4.25762",39,0,1630,"Jan",2013
"2026",2013-01-17,"PSP",0.068875155,"0.55745",0,0,226,"Jan",2013
"2027",2013-01-21,"MOBILE",64.59666795,"248.48982",351,2,76470,"Jan",2013
"2028",2013-02-05,"MOBILE",23.003312,"141.13584",40,18,63187,"Feb",2013
"2029",2013-03-24,"GOOGLE_TV",38.81823196,"121.39676",24,260.588,45893,"Mar",2013
"2030",2013-03-24,"PALM",2.002384931,"3.81975",4,0,1312,"Mar",2013
"2031",2013-04-08,"GOOGLE_TV",20.42107672,"98.60821",16,786.066,34920,"Apr",2013
"2032",2013-04-08,"PALM",1.12386734,"3.49354",1,0,1195,"Apr",2013
"2033",2013-04-29,"WINDOWS_MOBILE",153.3471351,"380.12886",193,6,143291,"Apr",2013
"2034",2013-05-17,"WII",0.945993353,"5.07275",0,0,2034,"May",2013
"2035",2013-06-18,"KINDLE",0.302023572,"0.71616",0,0,241,"Jun",2013
"2036",2013-09-10,"ANDROID_MOBILE",11655.17038,"37612.48872",29262,2796,16161672,"Sep",2013
"2037",2013-09-11,"COMPUTER",253593.8308,"717137.2788",220663,659173.364,322985435,"Sep",2013
"2038",2013-09-17,"ANDROID_TABLET",959.3700905,"2882.772564",2157,125.2,1344567,"Sep",2013
"2039",2013-10-14,"WII",0.777310421,"7.327558909",0,0,3768,"Oct",2013
"2040",2013-10-31,"KINDLE",0.098741029,"0.61484",0,0,258,"Oct",2013
"2041",2013-11-15,"KINDLE",0.153215861,"0.83425",0,0,340,"Nov",2013
"2042",2013-11-29,"BLACKBERRY",270.9379115,"1320.065078",585,13.01,549593,"Nov",2013
"2043",2013-11-29,"MOBILE",424.2339579,"1210.535749",734,130.23,446499,"Nov",2013
"2044",2013-01-02,"ANDROID_MOBILE",2960.388868,"7520.97353",4829,1742.14,2934843,"Jan",2013
"2045",2013-01-03,"COMPUTER",127247.5102,"297672.4193",92129,102148.4514,126581327,"Jan",2013
"2046",2013-01-09,"ANDROID_TABLET",408.6665582,"1383.44641",620,127.1505,461282,"Jan",2013
"2047",2013-01-10,"BLACKBERRY",42.01851163,"215.61267",77,1,91397,"Jan",2013
"2048",2013-01-24,"IPOD",25.41326688,"268.26675",198,1,86933,"Jan",2013
"2049",2013-02-08,"IPOD",29.51055174,"194.66336",184,0,69566,"Feb",2013
"2050",2013-03-10,"PSP",0.092989369,"0.69686",0,0,294,"Mar",2013
"2051",2013-04-24,"UNKNOWN",875.5833715,"1882.02761",859,331.834,854998,"Apr",2013
"2052",2013-05-08,"UNKNOWN",736.7596706,"1860.31338",1179,1880.348,801057,"May",2013
"2053",2013-05-29,"ANDROID_MOBILE",13380.67908,"28730.67584",16443,2556,10862745,"May",2013
"2054",2013-06-01,"GOOGLE_TV",44.95967534,"154.76333",27,52,61338,"Jun",2013
"2055",2013-06-01,"PALM",1.20768265,"3.98949",0,0,1354,"Jun",2013
"2056",2013-06-22,"WINDOWS_MOBILE",235.0328215,"550.32455",230,53,192894,"Jun",2013
"2057",2013-06-24,"IPHONE",3683.049755,"10156.29824",5092,186.58,3515458,"Jun",2013
"2058",2013-07-06,"WINDOWS_MOBILE",203.1139757,"544.36053",226,15.775,206645,"Jul",2013
"2059",2013-07-08,"IPHONE",4328.513402,"15744.90609",9242,153.805,5901059,"Jul",2013
"2060",2013-07-10,"WII",0.496433266,"2.65896",0,0,1126,"Jul",2013
"2061",2013-07-26,"IPAD",12026.59427,"48295.08655",27894,4906.75,22218473,"Jul",2013
"2062",2013-08-11,"KINDLE",0.157168853,"0.47359",0,0,201,"Aug",2013
"2063",2013-08-17,"NULL",4.79480139,"44.22519355",24,2,17683,"Aug",2013
"2064",2013-08-25,"MOBILE",184.1642298,"828.388349",1271,268.01,361861,"Aug",2013
"2065",2013-09-09,"MOBILE",75.64458578,"498.3277386",622,10.02,207152,"Sep",2013
"2066",2013-10-05,"UNKNOWN",950.4419564,"2459.164769",1215,1484.55,1027032,"Oct",2013
"2067",2013-10-26,"ANDROID_MOBILE",17798.07048,"50025.75166",49832,10015.343,20965491,"Oct",2013
"2068",2013-10-27,"COMPUTER",270238.4391,"756567.276",214833,1736787.694,374155956,"Oct",2013
"2069",2013-11-21,"IPHONE",8700.830607,"29472.3314",31145,488.455,9940157,"Nov",2013
"2070",2013-12-03,"WINDOWS_MOBILE",416.2668859,"1424.539665",437,36.6,581337,"Dec",2013
"2071",2013-12-05,"IPHONE",20152.32235,"75728.07993",48506,1168.31,29589736,"Dec",2013
"2072",2013-12-23,"IPAD",40617.93334,"109131.9163",51325,12609.13,44356158,"Dec",2013
"2073",2013-12-30,"NULL",2825.22372,"10736.60842",7802,577,5157162,"Dec",2013
"2074",2013-01-21,"BLACKBERRY_TABLET",749.3886096,"1077.64617",3129,160,392018,"Jan",2013
"2075",2013-02-05,"BLACKBERRY_TABLET",700.5097759,"726.95597",1650,286,275826,"Feb",2013
