date,device,cost,rfi_revenue,clicks,conversions,impressions
20130122,BLACKBERRY_TABLET,667.4909113,996.03761,2607,167,350330
20130206,BLACKBERRY_TABLET,660.103173,801.46671,1842,319.45,291216
20130303,ANDROID_TABLET,907.2232873,2444.36997,2137,229.31,1008081
20130402,IPOD,37.31455226,155.60701,92,2,61864
20130702,UNKNOWN,575.5660433,1756.3601,695,803.261,717732
20130723,ANDROID_MOBILE,10414.16921,31859.70297,30190,4759.875,12886954
20130724,COMPUTER,263836.7068,626072.6672,173233,879341.709,296625856
20130731,BLACKBERRY,141.6235988,536.3636783,233,7,263217
20130807,ANDROID_MOBILE,14303.58105,37923.77649,36234,6448.355,15420495
20130808,COMPUTER,277256.2775,641993.3571,201059,868332.636,301148166
20130815,BLACKBERRY,118.2892894,527.3029889,247,12.11,249217
20130829,IPOD,946.4567597,2616.530101,2459,6.24,1308305
20130902,IPHONE,4453.242812,21357.29699,17532,551.07,9131373
20130920,IPAD,12712.13824,38710.68088,25335,1134.32,16045167
20131220,ANDROID_MOBILE,33514.26901,75463.25549,65555,5823.67,30710031
20131221,COMPUTER,380814.2011,789605.5993,127414,833472.312,396152391
20131227,ANDROID_TABLET,11758.94286,19370.88179,22505,10763.9175,8703624
20130112,IPAD,1065.452128,6314.88301,2384,373.01,2601279
20130123,PSP,0.068458161,0.76775,0,0,269
20130203,NULL,1.692592711,4.36994,56,0,1715
20130207,PSP,0.148655624,1.29582,0,0,603
20130211,MOBILE,29.1719518,141.09961,51,17,62238
20130330,GOOGLE_TV,41.12492408,125.56661,37,374.52,47893
20130330,PALM,4.166036235,6.83271,5,0,2279
20130414,GOOGLE_TV,41.43247042,136.02005,31,303.008,51481
20130414,PALM,2.981926871,7.4267,3,1,2470
20130519,WINDOWS_MOBILE,307.7398505,717.82378,378,63.12,269157
20130523,WII,0.916093959,5.32448,0,0,2164
20130607,WII,0.854615379,5.76736,0,0,2200
20130624,KINDLE,0.113241673,0.27011,0,1,110
20130708,KINDLE,0.159600652,0.50808,0,0,183
20130826,BLACKBERRY_TABLET,915.1693657,1038.984065,3619,267.28,428476
20130923,ANDROID_TABLET,496.4787191,1161.294765,913,70.67,485676
20131016,WINDOWS_MOBILE,344.0254612,1104.775532,452,88.61,443290
20131018,IPHONE,1288.587062,7497.599695,8064,87.945,2319615
20131020,WII,0.575879401,7.791981202,0,0,3890
20131104,WII,0.836029045,5.309026175,1,0,3145
20131121,KINDLE,0.515841641,1.59457,0,0,596
20131127,NULL,1610.430521,7442.511132,2962,1,3426889
20131205,KINDLE,0.245627047,1.75782,0,0,672
20131219,BLACKBERRY,587.2627155,2730.104873,1440,178,1100659
20131219,MOBILE,1001.744433,1744.280734,1104,203.01,616888
20130115,ANDROID_TABLET,573.1689445,1454.43811,842,115.64,500565
20130130,IPOD,16.70405816,245.66685,123,3,83153
20130214,IPOD,30.66484457,254.85045,160,2,99603
20130430,UNKNOWN,734.3159576,1685.00774,990,343.648,806169
20130514,UNKNOWN,740.561502,1888.85561,1206,527.876,860147
20130619,ANDROID_MOBILE,16947.69946,41391.59289,29566,4213.592,15652787
20130627,BLACKBERRY,124.7577433,405.66939,147,3.5,191438
20130630,IPHONE,4412.14379,11098.76555,6914,116.196,4445233
20130712,WINDOWS_MOBILE,272.0855938,645.61052,314,125,234190
20130714,IPHONE,4826.932581,17678.52064,11210,316.05,6647791
20130816,IPAD,18713.35308,48641.17488,67103,2307.69,27183518
20130823,NULL,36.14261805,273.3082611,666,10,121825
20130827,PSP,0.397623708,2.20596,1,0,879
20130831,MOBILE,173.4961939,800.6535925,1529,17.5,333826
20130901,KINDLE,0.193285429,0.68926,0,0,255
20130907,NULL,69.15014197,268.2974796,1236,0,107535
20130915,MOBILE,114.4915778,722.5299765,1438,41.02,296176
20131011,UNKNOWN,1020.329394,2499.395368,841,3018.87,1176641
20131116,ANDROID_MOBILE,18590.76315,56547.24593,45272,4767.425,23538540
20131117,COMPUTER,304763.4668,842847.1076,154287,1521566.352,389494532
20131211,IPHONE,36698.66352,100293.6614,49969,1091.78,39891140
20130107,MOBILE,28.32590142,115.16854,21,0,49385
20130211,BLACKBERRY_TABLET,616.8885814,679.04457,2302,421.55,285425
20130226,GOOGLE_TV,28.73994344,121.87095,25,14,46586
20130226,PALM,4.98671759,10.54056,2,0,3547
20130419,WII,0.68707348,2.75502,0,0,1145
20130812,ANDROID_MOBILE,12860.65208,31444.73624,31265,4154.415,12661956
20130813,COMPUTER,295288.0317,667062.3967,212951,1273826.546,324475441
20130819,ANDROID_TABLET,671.2463051,1615.299532,1370,190.67,737716
20130820,BLACKBERRY,130.0922568,466.7476258,201,11,216184
20130904,BLACKBERRY,107.0235639,426.7701644,239,10.1,183185
20130918,IPOD,485.3120478,2035.884993,2600,7.08,1071810
20131017,KINDLE,0.208154339,1.03596,0,0,428
20131219,BLACKBERRY_TABLET,924.7560706,1003.955523,1774,469.6,429701
20130201,IPAD,1410.773407,6828.25353,2511,681.7,3322182
20130212,PSP,0.150004761,1.28518,0,0,656
20130326,UNKNOWN,619.2716349,1600.03065,761,425.162,663172
20130503,GOOGLE_TV,38.73092784,121.64589,34,33,48351
20130503,PALM,2.495775194,5.45954,3,0,1901
20130524,WINDOWS_MOBILE,332.2432849,673.86398,306,29.05,250976
20130526,IPHONE,3618.442506,12081.26699,6373,242.22,4598397
20130608,WINDOWS_MOBILE,324.429778,653.12263,302,43,226398
20130612,WII,0.594713438,3.70198,0,0,1510
20130628,IPAD,11569.42473,34048.25399,22030,3115.87,16755902
20130713,KINDLE,0.152976107,0.53065,0,0,191
20130719,NULL,3.909376131,3.899929282,5,1,6630
20130727,MOBILE,134.5861011,771.8978649,1634,656,279180
20130831,BLACKBERRY_TABLET,890.1704753,893.7193573,2652,232.03,349973
20130915,BLACKBERRY_TABLET,623.9965286,805.2369963,2127,91.21,303342
20131021,WINDOWS_MOBILE,414.0413264,1084.694703,511,138.203,432033
20131023,IPHONE,1330.939156,5397.696923,5561,129.418,2166709
20131105,WINDOWS_MOBILE,337.1778669,1078.905664,427,82.301,422852
20131107,IPHONE,4503.9677,19829.80907,19181,427.541,8154771
20131125,IPAD,10513.84899,34480.59667,19285,4006.21,14828528
20131209,IPAD,32535.1397,98628.4204,38994,5607.48,39544321
20131210,KINDLE,0.651861116,2.22143,0,0,1002
20131216,NULL,3378.355402,11940.98516,4021,16.2,4946089
20131224,BLACKBERRY,586.9359812,2255.541429,1265,169,922741
20131224,MOBILE,1110.637212,1831.463483,1139,116.29,650618
20130107,BLACKBERRY_TABLET,263.7539336,293.08208,653,76,102537
20130120,ANDROID_TABLET,717.3477377,1791.61457,1009,105.09,670554
20130124,ROKU,0.00243736,0.00175,0,0,1
20130204,ANDROID_TABLET,591.2599208,1796.88344,838,316.41,687205
20130303,IPOD,49.69237111,518.4714,238,9,176353
20130603,UNKNOWN,545.6933029,1889.78606,805,674,855786
20130624,ANDROID_MOBILE,14592.25301,36831.64065,26356,6120.304,14342122
20130625,COMPUTER,330631.0316,680345.811,143234,1332812.213,305135273
20130708,ANDROID_MOBILE,12700.91823,35960.23885,25221,6732.128,14192200
20130709,COMPUTER,243191.5537,568104.1371,118234,876561.552,253071099
20130716,BLACKBERRY,123.5058749,510.05589,269,11.94,232133
20130801,WINDOWS_MOBILE,618.1041678,1054.592947,492,177.97,435901
20130803,IPHONE,6278.962028,31488.55665,14303,804.39,12717173
20130821,IPAD,12785.80072,46711.96592,28420,3126.68,22083175
20130905,IPAD,10485.35107,43698.92153,23569,3265.82,21541893
20130912,NULL,219.8642839,1607.690295,1959,0,671398
20130916,PSP,0.21220682,1.7017,0,0,614
20130920,MOBILE,6736.075181,26765.02048,15178,364,9885384
20131121,ANDROID_MOBILE,22263.21144,60453.74965,48337,6730.245,23483773
20131122,COMPUTER,348785.4134,950573.7759,153373,1576118.89,447216422
20131128,ANDROID_TABLET,6343.914347,12478.64653,9378,2309.16,5415090
20131205,ANDROID_MOBILE,22491.72264,65532.55045,46843,4103,25786689
20131206,COMPUTER,387780.3011,947853.0254,148233,1432304.83,450215858
20131227,IPOD,5.846467385,4.31039,22,0,515
20130104,NULL,2.083099337,4.97576,0,0,2071
20130108,PSP,0.083912158,0.59097,0,0,240
20130112,MOBILE,28.53843895,145.43863,35,0,60682
20130315,GOOGLE_TV,32.46085721,115.20357,15,69,41184
20130315,PALM,1.763131348,4.67494,2,0,1720
20130424,WII,0.576415297,2.92271,0,0,1287
20130508,WII,0.795997599,3.35915,0,0,1222
20130525,KINDLE,0.387863069,1.16668,0,0,436
20130609,KINDLE,0.109185363,0.41729,0,0,152
20130727,BLACKBERRY_TABLET,732.3454048,734.243685,2299,207.39,350249
20130824,ANDROID_TABLET,758.9165508,2073.980141,1871,238.77,1033381
20130901,ANDROID_MOBILE,12609.40129,32356.43528,27785,6533.505,13307603
20130902,COMPUTER,244809.8529,600430.3487,320238,616156.068,282036390
20130908,ANDROID_TABLET,587.3766115,2017.520093,1575,152.46,877417
20130923,IPOD,396.1471064,1690.843354,1846,9.1,852164
20131005,WII,0.70186372,7.717434453,1,0,3927
20131022,KINDLE,0.100779116,0.50521,0,0,217
20131028,NULL,438.5430222,1932.061745,2100,0,736680
20131106,KINDLE,0.345530165,1.39225,0,0,520
20131224,BLACKBERRY_TABLET,992.3956749,960.649508,1814,189.9,427591
20130101,BLACKBERRY,19.39503877,99.67985,36,4,45485
20130115,IPOD,25.55986418,209.09977,204,7,78428
20130301,PSP,0.312542237,1.94816,0,0,826
20130331,UNKNOWN,917.1577059,2046.80834,799,516.8728,803767
20130415,UNKNOWN,800.1387671,1734.83552,760,406.5112,742971
20130528,BLACKBERRY,159.2830496,639.00723,247,7,289047
20130531,IPHONE,2647.921594,8989.62457,4800,206,3550489
20130613,WINDOWS_MOBILE,314.5888841,589.20082,243,38,206520
20130615,IPHONE,2212.961337,6891.58571,3257,90.7,2356023
20130701,WII,0.303305943,1.76935,1,0,638
20130717,IPAD,10328.59771,43234.52474,22802,3094.245,19045671
20130724,NULL,3.897649612,3.778952258,11,17,6823
20130728,PSP,0.149671473,1.50013,0,0,638
20130802,KINDLE,0.987309567,2.64048,0,0,1037
20130808,NULL,8.153937774,74.32376165,49,5.5,15340
20130816,MOBILE,245.6789377,1140.378898,3065,296.02,470542
20130920,BLACKBERRY_TABLET,692.6266275,648.379682,1571,82,257467
20131017,ANDROID_MOBILE,17283.88351,48662.31237,35186,6984.225,19796257
20131018,COMPUTER,299142.0294,785271.6296,148367,1105274.825,381092317
20131110,WINDOWS_MOBILE,384.601659,1453.492797,543,51.41,565253
20131112,IPHONE,4818.678595,21634.8878,21407,407.418,8664489
20131130,IPAD,21495.98447,79656.44808,29995,4234.48,32106415
20131214,IPAD,39779.59264,115303.3656,54415,8678.04,47739427
20131221,NULL,5426.553425,15532.24634,6133,5,6387223
20131225,PSP,0.751318532,2.826175204,1,1,1678
20130112,BLACKBERRY_TABLET,230.0966396,529.53899,1355,113,160783
20130127,GOOGLE_TV,21.17804091,88.49982,6,15.03,34562
20130127,PALM,1.910898566,7.86646,3,0,2511
20130630,COMPUTER,323001.8304,607770.993,131649,897822.599,275610893
20130713,ANDROID_MOBILE,13285.53928,35612.90088,26357,5955.76,13649350
20130714,COMPUTER,210413.3479,515504.4797,112520,428976.225,197454552
20130721,BLACKBERRY,133.2824393,551.7833165,219,6.55,248829
20130805,BLACKBERRY,208.1192085,837.8594515,357,10.155,404151
20130819,IPOD,378.109907,1957.86228,1324,33.03,972844
20130910,IPAD,10671.55783,49310.62312,28124,1754.9,24951590
20130921,PSP,0.489430455,2.37316,0,0,842
20131210,ANDROID_MOBILE,31819.10609,79789.04301,61215,6606.905,30249951
20131211,COMPUTER,443059.9218,907645.4315,149722,1134477.59,457883612
20131217,ANDROID_TABLET,8736.517236,15458.64802,11339,3468.49,6674601
20130102,IPAD,1465.61542,5932.75232,2675,606.7524,2417816
20130113,PSP,0.091089461,0.7307,0,0,310
20130201,MOBILE,28.96601071,134.81567,39,18,57627
20130227,UNKNOWN,600.3488297,1863.81586,887,230.73,756555
20130320,GOOGLE_TV,24.36746167,95.85744,13,70.02,35676
20130320,PALM,1.51493963,3.66105,0,0,1309
20130404,GOOGLE_TV,20.94140131,93.61612,27,871,33667
20130404,PALM,3.508242407,6.97972,5,0,2369
20130425,WINDOWS_MOBILE,178.5392091,394.40041,179,21.102,153445
20130427,IPHONE,3123.987772,6235.04398,6018,135.428,1864301
20130509,WINDOWS_MOBILE,261.8055106,558.17118,303,38.016,212585
20130513,WII,1.351283075,4.19772,1,0,1644
20130529,IPAD,7312.60258,18556.32004,10670,1646,8166129
20130530,KINDLE,0.363850083,0.88592,0,0,346
20130614,KINDLE,0.13882219,0.59564,0,0,209
20130628,MOBILE,90.61985819,305.44796,90,8,124037
20130816,BLACKBERRY_TABLET,675.3232814,627.3636699,1761,209,292360
20130913,ANDROID_TABLET,654.8512836,1964.380766,1886,99.58,862737
20131006,WINDOWS_MOBILE,315.4378305,967.8644625,655,61.09,394030
20131008,IPHONE,2455.95286,11057.44851,9823,2026.63,4419539
20131010,WII,0.579948355,5.77909498,1,0,3071
20131026,IPAD,4184.288738,12206.75979,10014,3999.133,5557668
20131111,KINDLE,1.071444605,2.51877,0,0,953
20131117,NULL,79.79363663,616.8021556,707,0,261356
20131125,BLACKBERRY,183.9079037,1023.283668,394,7.03,450258
20131125,MOBILE,314.6326645,951.5528794,473,207.5,358034
20131209,BLACKBERRY,341.5917439,1493.573456,798,24.2,632200
20131209,MOBILE,736.205246,1504.640705,1138,151.51,567387
20130105,ANDROID_TABLET,622.2172052,1327.21261,841,159.7001,450038
20130120,IPOD,32.62009276,305.13587,295,0,109857
20130204,IPOD,27.44761358,258.0955,184,1,91700
20130420,UNKNOWN,971.5387429,1966.57958,924,314.14,898483
20130504,UNKNOWN,841.5879737,1928.05545,1129,699.38,861278
20130525,ANDROID_MOBILE,13129.03607,29716.55754,16019,2400.669,10735232
20130526,COMPUTER,237197.0337,572622.1248,114678,475120.934,271907495
20130609,ANDROID_MOBILE,13890.0147,29602.86911,18394,4475,10519793
20130617,BLACKBERRY,115.2823415,540.19845,221,4.35,234104
20130620,IPHONE,2888.918903,9241.46718,5393,170.07,3407354
20130702,WINDOWS_MOBILE,181.1764333,487.57801,224,18.27,182195
20130704,IPHONE,4882.076637,17234.75042,13095,222.226,6475473
20130722,IPAD,10913.25896,47535.21884,25636,2562.605,21511288
20130806,IPAD,15662.30103,47894.15466,36598,5936.14,22765135
20130813,NULL,20.63491304,91.410085,235,0,45980
20130817,PSP,0.272908093,1.55065,1,1,662
20130821,MOBILE,304.910332,1083.087686,1446,86.04,459184
20130905,MOBILE,112.4087149,637.9340761,589,20.32,265616
20131001,UNKNOWN,671.9249574,1915.777988,1025,1015.292,812253
20131022,ANDROID_MOBILE,18824.62642,48440.86152,33859,6220.736,20190688
20131023,COMPUTER,338945.9563,877274.6096,286844,1507352.373,430811033
20131029,ANDROID_TABLET,928.3119631,1854.962255,2021,227.76,772692
20131106,ANDROID_MOBILE,18696.91718,52856.84002,46953,5618.081,20760948
20131107,COMPUTER,319205.275,873402.4714,189718,1287946.938,399734328
20131128,IPOD,0.580537881,0.85011,3,0,303
20131201,IPHONE,18950.32023,90065.13088,58901,1412.545,34872752
20131230,PSP,0.592601821,2.90915272,0,0,1856
20130201,BLACKBERRY_TABLET,675.5029825,887.18363,2170,400.3,330174
20130216,GOOGLE_TV,28.23348935,105.98407,24,5.15,44263
20130216,PALM,2.979572401,5.92868,2,0,2155
20130325,WII,1.546815609,7.1021,0,0.2,2949
20130409,WII,1.04805096,4.76208,0,0,1914
20130426,KINDLE,0.149946283,0.75697,0,0,279
20130628,BLACKBERRY_TABLET,519.6710848,557.72594,1435,133.95,202050
20130725,ANDROID_TABLET,763.7693374,2094.352135,2492,478.41,937937
20130802,ANDROID_MOBILE,15384.38886,43304.84597,34456,10779.31,17634296
20130803,COMPUTER,230347.1062,549797.7851,177423,940301.142,254996183
20130809,ANDROID_TABLET,682.5719417,1614.448516,1611,409.64,699365
20130810,BLACKBERRY,117.3033431,486.053233,258,12.02,231933
20130824,IPOD,572.5523647,2975.269434,2136,22.03,1430096
20130908,IPOD,282.9178645,1925.665324,2131,47.07,1793611
20131007,KINDLE,0.145099755,0.90132,0,0,357
20131125,BLACKBERRY_TABLET,664.3463119,800.2072503,1588,995.17,279406
20131209,BLACKBERRY_TABLET,835.2794388,915.1343413,1795,75.71,386267
20131222,ANDROID_TABLET,9675.082949,18131.30092,15766,4587.78,7836083
20130202,PSP,0.111331512,0.92865,0,0,365
20130316,UNKNOWN,398.8382218,1402.43436,558,558.878,600517
20130429,BLACKBERRY,69.08455197,304.59797,89,0,163359
20130430,WINDOWS_MOBILE,154.6853909,377.56392,194,6.032,144010
20130514,WINDOWS_MOBILE,256.1065504,593.80828,274,16.54,222047
20130516,IPHONE,2142.424383,7266.23613,4757,72.84,2894063
20130602,WII,1.210598837,6.76862,1,0,2660
20130618,IPAD,6434.747879,30045.65656,14375,4224.059,13114525
20130625,NULL,4.689784606,4.20688,8,0,6914
20130629,PSP,0.116562874,0.70986,0,0,282
20130703,KINDLE,0.151295127,0.51683,0,0,190
20130709,NULL,3.66205168,3.64503,7,0,6694
20130717,MOBILE,90.64918833,478.0224531,316,11.05,184905
20130821,BLACKBERRY_TABLET,830.0211727,935.30881,2886,179.23,360412
20130905,BLACKBERRY_TABLET,545.1736475,575.2150399,1691,324.68,237969
20131011,WINDOWS_MOBILE,401.4405747,1168.370263,1022,63.26,462403
20131013,IPHONE,2340.354418,12064.03589,9547,137.1,4599479
20131031,IPAD,3747.828469,10434.10571,7710,1019.107,4813779
20131115,IPAD,11158.62559,32700.44704,21758,4785.644,14815439
20131122,NULL,211.3330396,692.0223812,1191,0,371125
20131126,PSP,0.345511002,1.10258,0,0,463
20131130,BLACKBERRY,241.3915282,1063.624427,540,9.32,440467
20131130,MOBILE,371.8494972,1076.071441,644,99,405589
20131206,NULL,1790.915972,8730.109922,5063,7,3974291
20131214,BLACKBERRY,519.6078949,2226.774338,1243,31,886840
20131214,MOBILE,1071.574361,1858.635834,1324,223,663209
20130110,ANDROID_TABLET,463.2069992,2388.66108,695,109.6202,838134
20130114,ROKU,0.003579938,0.00194,0,0,1
20130530,ANDROID_MOBILE,11140.15458,25765.22957,15571,2630,9551765
20130531,COMPUTER,300186.2157,629871.4904,139289,483585,304832945
20130614,ANDROID_MOBILE,12233.64666,27933.44741,17164,2491.192,10600090
20130615,COMPUTER,232427.8295,556887.6136,106543,365991.186,251273112
20130622,BLACKBERRY,172.26831,520.93659,194,5,215154
20130706,BLACKBERRY,124.8611501,446.44569,232,6.652,201733
20130811,IPAD,13068.58905,45637.25109,26356,5405.4,21215205
20130822,PSP,0.321116814,1.89181,0,0,765
20130902,NULL,73.06995674,232.9834653,648,0.3,112387
20130906,PSP,0.271862317,1.35146,0,0,504
20130910,MOBILE,117.4273278,729.4565113,891,16.07,305390
20131111,ANDROID_MOBILE,18792.96416,52919.28955,43744,6399.062,21045717
20131112,COMPUTER,356109.7451,958708.9207,201019,1190902.5,458113976
20131118,ANDROID_TABLET,5625.248001,12243.06882,9490,2178.54,4921681
20131217,IPOD,1.222607224,1.25718,10,0,210
20130102,MOBILE,21.9696605,100.56893,67,0,39009
20130128,UNKNOWN,175.2024927,685.41739,100,76.62,323540
20130221,GOOGLE_TV,26.82161504,101.75455,21,26.52,43995
20130221,PALM,5.477626618,8.23757,4,0,3200
20130305,GOOGLE_TV,19.82758623,102.03661,19,19.5,40563
20130305,PALM,3.126187628,4.74532,9,0,1719
20130326,WINDOWS_MOBILE,153.7527436,283.27191,159,61.4,117314
20130328,IPHONE,936.3806709,2629.22129,1882,163.508,988982
20130330,WII,1.978745508,8.63259,0,0,3401
20130414,WII,1.084329204,4.62474,1,0,1806
20130515,KINDLE,0.360474948,1.10125,0,0,410
20130529,MOBILE,71.36816825,284.06046,83,10,113926
20130717,BLACKBERRY_TABLET,535.6026693,543.47695,1880,374.52,241186
20130730,ANDROID_TABLET,726.6076337,2029.208741,1910,1072.245,894313
20130814,ANDROID_TABLET,845.1166432,1780.347455,2270,366.59,914743
20130913,IPOD,235.758939,1668.047815,1618,7.35,1268069
20131012,KINDLE,0.137189984,0.9822,0,0,381
20131018,NULL,308.0705357,1493.559858,1329,0,632052
20131026,BLACKBERRY,232.4276149,919.846588,531,41.95,391828
20131026,MOBILE,8051.009476,25915.49162,17432,5623.773,11741966
20131130,BLACKBERRY_TABLET,662.7341798,835.8347984,1928,21.56,329063
20131214,BLACKBERRY_TABLET,1000.587817,1097.729537,1947,520.55,474800
20131229,GOOGLE_TV,93.70242576,219.17221,37,33.3,86089
20131229,PALM,2.475426438,5.33633,3,0,1919
20130105,IPOD,61.06992938,300.24406,424,0,119059
20130321,UNKNOWN,490.6523228,1378.18855,552,388.944,588820
20130405,UNKNOWN,487.1162491,1309.99531,595,508.1684,564427
20130426,ANDROID_MOBILE,9156.817893,21480.57996,13810,3080.176,7930534
20130427,COMPUTER,259466.9186,559813.9833,134701,240884.532,283047988
20130518,BLACKBERRY,213.8813493,700.47076,468,14.008,339811
20130521,IPHONE,2265.078284,6042.98614,3580,293.832,2147420
20130603,WINDOWS_MOBILE,184.8037378,479.18568,219,67,182289
20130605,IPHONE,3205.277824,9998.7993,9429,122,3962866
20130623,IPAD,8828.957664,35858.99337,22770,6387.738,16728195
20130630,NULL,5.309976167,3.0017,12,0,6630
20130707,IPAD,9777.932492,39733.52905,22569,2709.166,17538956
20130714,NULL,1.063028843,2.20544,1,0,2110
20130718,PSP,0.248969131,1.73821,0,0,747
20130722,MOBILE,92.62745785,469.2766803,391,9.01,200455
20130806,MOBILE,271.9724932,1444.132035,4084,404.28,571112
20130910,BLACKBERRY_TABLET,538.1023348,579.3209674,1592,404.16,248113
20130925,GOOGLE_TV,48.34123832,148.9712978,40,32.11,56686
20130925,PALM,1.918413881,5.40839,6,0,2060
20131007,ANDROID_MOBILE,14449.30666,41906.85625,32102,8102.815,17953159
20131008,COMPUTER,266563.4734,702433.2015,173062,708004.415,334653384
20131029,IPOD,213.9300907,1076.761773,1642,5.02,465190
20131102,IPHONE,958.8746699,4322.98351,3595,63.188,1683627
20131120,IPAD,9336.173664,29920.00998,19611,4977.71,13149651
20131204,IPAD,18581.13712,63054.20843,31314,5216.01,26790280
20131211,NULL,3561.041931,9107.975885,4968,5.4,3675628
20131215,PSP,0.83751287,2.685616067,0,9,1208
20131226,TABLET,0.581883559,1.4043,3,0,571
20130102,BLACKBERRY_TABLET,359.3738987,328.3587,756,60,123815
20130117,GOOGLE_TV,20.32905641,56.8133,13,9,22135
20130117,PALM,1.474221193,4.02128,3,0,1417
20130226,WII,1.752507505,6.12944,0,0,2325
20130327,KINDLE,0.200998719,0.78308,0,0,326
20130529,BLACKBERRY_TABLET,711.0454201,625.21321,1696,148,264365
20130620,COMPUTER,313417.3526,672705.5742,127585,570140.875,310257345
20130626,ANDROID_TABLET,1007.964623,2318.54687,1430,411.28,961638
20130703,ANDROID_MOBILE,12131.01434,31357.6034,23000,2057.172,12239364
20130704,COMPUTER,223029.2991,526504.3423,101641,377034.342,230699160
20130711,BLACKBERRY,161.6211689,497.91186,218,8,223381
20130725,IPOD,322.2423537,1967.663339,1939,43.2,867498
20130809,IPOD,399.3276463,2562.282467,1433,21.03,1085051
20130911,PSP,0.315256307,2.06329,0,0,760
20131026,BLACKBERRY_TABLET,1129.403596,1052.224663,2501,503.75,381875
20131123,ANDROID_TABLET,6470.390957,14215.30399,10029,3024.15,5990683
20131201,COMPUTER,304849.6027,835209.8152,145281,1693093.95,390669123
20131207,ANDROID_TABLET,7825.802184,15084.37908,11913,2825.315,6430737
20131222,IPOD,3.133593896,2.86736,17,0,355
20130103,PSP,0.074704777,0.48209,1,0,205
20130217,UNKNOWN,499.7521872,1706.62954,679,325.961,719099
20130310,GOOGLE_TV,19.99957635,93.85467,21,29,36882
20130310,PALM,1.247410723,2.92769,2,0,1102
20130331,WINDOWS_MOBILE,205.8949112,410.26273,184,26.25,150328
20130415,WINDOWS_MOBILE,256.128965,478.96578,233,81,182466
20130417,IPHONE,4628.18826,3449.49268,40127,15833.984,7123290
20130503,WII,0.579609684,2.9378,1,0,1218
20130519,IPAD,5699.769995,16883.24311,9666,1976.062,7111527
20130520,KINDLE,0.089001972,0.3445,0,2,122
20130526,NULL,0.913841376,2.21177,0,0,908
20130604,KINDLE,0.087864213,0.28475,0,0,100
20130618,MOBILE,62.12010522,281.19393,154,4,108764
20130722,BLACKBERRY_TABLET,629.188371,696.6488265,2442,469.36,313879
20130806,BLACKBERRY_TABLET,588.727909,622.07639,1835,126.92,270643
20130903,ANDROID_TABLET,581.8187343,1607.309693,1126,169.86,707713
20131016,IPAD,7210.200851,23618.5931,15171,3635.351,10638052
20131023,NULL,170.3552807,1074.261795,1721,0,421100
20131027,PSP,0.33098773,0.973083,0,0,412
20131031,BLACKBERRY,229.6128751,908.4496859,532,30.61,402146
20131031,MOBILE,8313.582445,28073.48334,18791,2483.7,12156325
20131101,KINDLE,0.213149556,0.94297,0,2,388
20131107,NULL,401.4570316,1582.846729,1071,4,555839
20131115,BLACKBERRY,223.4709517,1046.188292,560,34,481686
20131115,MOBILE,237.6011615,784.5635104,399,41.1,309518
20130110,IPOD,21.82437485,103.11261,146,8,36762
20130410,UNKNOWN,475.0298256,1329.22643,617,347.736,601275
20130515,ANDROID_MOBILE,10959.82811,27236.83719,16509,2273.596,10407962
20130516,COMPUTER,254258.4908,601376.0247,119828,245944.144,290559338
20130523,BLACKBERRY,212.8525372,732.91286,269,7.024,352401
20130607,BLACKBERRY,131.6876622,580.87776,260,10,279597
20130610,IPHONE,3402.045348,11748.97496,4947,237,4464988
20130712,IPAD,9359.135799,37387.28801,20835,3847.665,15603092
20130723,PSP,0.111334439,1.33722338,0,0,583
20130803,NULL,9.151437302,21.0095725,3,0,14412
20130807,PSP,0.451570426,1.55586,0,0,504
20130811,MOBILE,202.3175564,987.0388211,2797,406.88,392838
20130930,GOOGLE_TV,38.35296818,122.0673549,43,54,47013
20130930,PALM,1.731475347,5.58538,4,0,2000
20131012,ANDROID_MOBILE,16574.73221,47201.09842,35241,4893.855,19409111
20131013,COMPUTER,223681.9499,597099.3728,121405,854585.215,290342413
20131019,ANDROID_TABLET,784.0684952,1585.913073,1547,533.461,708277
20131118,IPOD,0.024354524,0.08767,1,0,31
20131220,PSP,1.399117988,5.819861414,1,4,3419
20131231,TABLET,0.054504127,0.3811,1,0,158
20130122,GOOGLE_TV,15.95874239,55.66862,15,3.55,21978
20130122,PALM,1.64647031,5.5098,2,0,1840
20130206,GOOGLE_TV,18.05226485,93.09988,14,4,38324
20130206,PALM,1.978164829,5.20588,2,0,1754
20130227,WINDOWS_MOBILE,207.5692633,479.21661,195,60.7,186969
20130315,WII,1.011280196,3.66109,0,0,1498
20130416,KINDLE,0.213478542,0.72789,0,0,284
20130618,BLACKBERRY_TABLET,569.9393215,530.26364,1136,77.101,216667
20130715,ANDROID_TABLET,718.0677933,2048.117182,1553,274.105,821576
20130730,IPOD,409.9251454,2529.029096,2580,29,1208088
20130814,IPOD,532.7461988,2763.239979,1998,22.01,1472966
20131031,BLACKBERRY_TABLET,848.8210905,833.9691746,1982,157.5,311303
20131115,BLACKBERRY_TABLET,850.1082313,855.9892677,1543,184.2,349260
20131212,ANDROID_TABLET,10577.76856,17397.8702,11529,2979.44,7185461
20130222,UNKNOWN,407.7443662,1384.41773,524,196.31,595866
20130306,UNKNOWN,400.1763836,1122.60092,517,372.634,456454
20130327,ANDROID_MOBILE,10786.38565,27730.28448,36013,3327.342,10469188
