city,d_kings_landing,d_astapor,d_winterfell,trips_in_first_30_days,signup_date,!day of week,!day of week num,avg_rating_of_driver,avg_surge,last_trip_date,is_active,d_iphone,d_android,surge_pct,is_uber_black_user,weekday_pct,avg_dist,avg_rating_by_driver
King's Landing,1,0,0,0,1/20/2014,Monday,2,NaN,2.5,4/13/2014,0,0,1,100,0,0,1.06,5
Winterfell,0,0,1,0,1/25/2014,Saturday,7,5,1,4/20/2014,0,1,0,0,0,33.3,6,4.7
Winterfell,0,0,1,1,1/6/2014,Monday,2,5,1,1/7/2014,0,0,1,0,0,100,1.96,5
Astapor,0,1,0,2,1/5/2014,Sunday,1,5,1,4/22/2014,0,1,0,0,0,16.7,6.11,4.8
Astapor,0,1,0,1,1/18/2014,Saturday,7,NaN,1,1/18/2014,0,1,0,0,0,0,1.92,5
King's Landing,1,0,0,0,1/19/2014,Sunday,1,NaN,1,6/23/2014,1,1,0,0,0,100,16.39,4
King's Landing,1,0,0,5,1/12/2014,Sunday,1,5,1,2/18/2014,0,1,0,0,0,83.3,1.67,4.8
Winterfell,0,0,1,3,1/25/2014,Saturday,7,4.5,1,4/25/2014,0,1,0,0,1,40,21.9,4.4
Winterfell,0,0,1,6,1/17/2014,Friday,6,4.4,1.13,6/29/2014,1,1,0,21.7,1,39.1,4.91,4.8
Astapor,0,1,0,1,1/30/2014,Thursday,5,5,1,1/31/2014,0,1,0,0,1,100,1.69,5
Astapor,0,1,0,1,1/27/2014,Monday,2,5,1,6/17/2014,1,1,0,0,1,71.4,9.08,4.3
King's Landing,1,0,0,1,1/22/2014,Wednesday,4,5,1,1/24/2014,0,1,0,0,0,100,19.7,5
Winterfell,0,0,1,1,1/16/2014,Thursday,5,3,1,5/1/2014,0,1,0,0,0,100,15.28,3.5
Winterfell,0,0,1,10,1/23/2014,Thursday,5,5,1,6/1/2014,1,0,1,0,0,50,2.49,4.9
Winterfell,0,0,1,1,1/7/2014,Tuesday,3,4,1,4/21/2014,0,1,0,0,0,100,2.94,4.3
Astapor,0,1,0,4,1/14/2014,Tuesday,3,4.3,1.14,6/10/2014,1,1,0,27.3,1,59.1,4.11,4.8
Winterfell,0,0,1,2,1/18/2014,Saturday,7,5,1,5/29/2014,0,1,0,0,0,50,1.42,5
Winterfell,0,0,1,2,1/6/2014,Monday,2,5,1.38,1/7/2014,0,1,0,50,0,100,13.48,5
Astapor,0,1,0,0,1/31/2014,Friday,6,5,1.27,5/27/2014,0,0,1,33.3,0,33.3,2.7,4.9
Astapor,0,1,0,0,1/25/2014,Saturday,7,5,1,4/22/2014,0,0,1,0,0,100,5.37,5
Astapor,0,1,0,2,1/18/2014,Saturday,7,4.5,1.63,1/19/2014,0,0,1,50,0,0,1.59,5
King's Landing,1,0,0,3,1/29/2014,Wednesday,4,4.5,1,6/29/2014,1,1,0,0,0,77.8,8.61,5
Astapor,0,1,0,3,1/13/2014,Monday,2,4.3,1,2/10/2014,0,0,1,0,0,0,1.06,5
King's Landing,1,0,0,2,1/15/2014,Wednesday,4,5,1,6/15/2014,1,1,0,0,1,66.7,2,5
Astapor,0,1,0,1,1/24/2014,Friday,6,5,1.75,3/30/2014,0,1,0,50,0,0,2.57,3.7
Winterfell,0,0,1,0,1/4/2014,Saturday,7,4.5,1,6/27/2014,1,0,1,0,0,38.5,4.18,4.8
Astapor,0,1,0,2,1/21/2014,Tuesday,3,4.5,1,2/22/2014,0,1,0,0,1,33.3,1.6,5
Winterfell,0,0,1,2,1/1/2014,Wednesday,4,3.5,1.4,6/7/2014,1,1,0,40,0,40,4.7,5
Winterfell,0,0,1,2,1/18/2014,Saturday,7,3,1,6/25/2014,1,1,0,0,1,77.3,5.89,4.5
Astapor,0,1,0,4,1/25/2014,Saturday,7,4.3,1.05,6/26/2014,1,1,0,3.6,1,57.1,3.47,4.7
Winterfell,0,0,1,1,1/31/2014,Friday,6,5,1,3/7/2014,0,1,0,0,0,50,1.37,5
Astapor,0,1,0,1,1/27/2014,Monday,2,NaN,1,1/30/2014,0,0,1,0,0,100,1.17,4
Astapor,0,1,0,2,1/28/2014,Tuesday,3,3.8,1.05,4/16/2014,0,1,0,20,0,100,3.11,5
King's Landing,1,0,0,1,1/20/2014,Monday,2,4,1,4/15/2014,0,1,0,0,1,66.7,3.55,5
Astapor,0,1,0,3,1/16/2014,Thursday,5,4.8,1,5/16/2014,0,1,0,0,1,100,6.08,5
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,4,1,1/6/2014,0,1,0,0,0,0,1.68,5
Astapor,0,1,0,1,1/24/2014,Friday,6,5,1,2/16/2014,0,0,1,0,1,0,1.83,4
Winterfell,0,0,1,0,1/10/2014,Friday,6,4.5,1,4/25/2014,0,1,0,0,0,100,4.56,5
Astapor,0,1,0,2,1/15/2014,Wednesday,4,5,1,1/21/2014,0,1,0,0,0,100,13.89,5
King's Landing,1,0,0,0,1/1/2014,Wednesday,4,5,1,6/17/2014,1,1,0,0,0,75,4.09,5
King's Landing,1,0,0,0,1/11/2014,Saturday,7,5,1,2/17/2014,0,0,1,0,1,0,3.7,3.5
Astapor,0,1,0,1,1/16/2014,Thursday,5,3,1,1/16/2014,0,0,1,0,0,100,1.76,3
Astapor,0,1,0,0,1/10/2014,Friday,6,3.6,1,6/22/2014,1,0,1,0,1,80,1.01,4
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,5,1,1/2/2014,0,0,1,0,1,100,3.17,5
Astapor,0,1,0,1,1/4/2014,Saturday,7,5,1,6/1/2014,1,0,1,0,1,0,5.9,5
Astapor,0,1,0,7,1/22/2014,Wednesday,4,4.7,1,4/16/2014,0,1,0,0,0,83.3,2.9,5
King's Landing,1,0,0,0,1/6/2014,Monday,2,NaN,1.25,2/16/2014,0,0,1,100,0,0,3.4,5
Astapor,0,1,0,1,1/1/2014,Wednesday,4,5,1,1/2/2014,0,1,0,0,0,100,9.83,5
Astapor,0,1,0,0,1/24/2014,Friday,6,4.5,1,6/3/2014,1,1,0,0,1,100,1.35,4.5
Winterfell,0,0,1,0,1/25/2014,Saturday,7,NaN,2.75,5/4/2014,0,1,0,100,0,0,4.38,5
Winterfell,0,0,1,0,1/31/2014,Friday,6,5,1,4/11/2014,0,1,0,0,0,50,4.72,5
Astapor,0,1,0,0,1/12/2014,Sunday,1,NaN,1,5/3/2014,0,0,1,0,0,0,1.77,5
Winterfell,0,0,1,0,1/22/2014,Wednesday,4,5,1,5/16/2014,0,1,0,0,1,100,17.36,5
Astapor,0,1,0,1,1/17/2014,Friday,6,5,1,5/26/2014,0,0,1,0,0,50,8.12,5
Winterfell,0,0,1,0,1/12/2014,Sunday,1,4.9,1,4/17/2014,0,1,0,0,1,100,3.65,4.5
Winterfell,0,0,1,5,1/26/2014,Sunday,1,4.8,1.11,6/24/2014,1,1,0,12.1,0,54.5,1.88,4.5
Astapor,0,1,0,0,1/16/2014,Thursday,5,NaN,1,2/28/2014,0,1,0,0,0,100,3.6,5
Winterfell,0,0,1,0,1/2/2014,Thursday,5,NaN,1.75,3/11/2014,0,1,0,100,0,100,1.08,5
Winterfell,0,0,1,11,1/15/2014,Wednesday,4,5,1.01,5/28/2014,0,1,0,1.4,0,71.8,2.66,4.7
Astapor,0,1,0,0,1/18/2014,Saturday,7,5,1,4/3/2014,0,0,1,0,0,100,36.82,5
King's Landing,1,0,0,7,1/5/2014,Sunday,1,4.4,1.13,6/21/2014,1,1,0,10.5,0,63.2,3.43,4.7
Winterfell,0,0,1,2,1/7/2014,Tuesday,3,5,1,1/17/2014,0,1,0,0,0,100,3.92,5
Winterfell,0,0,1,1,1/11/2014,Saturday,7,4.5,1.04,5/23/2014,0,0,1,16.7,0,83.3,1.64,4.2
King's Landing,1,0,0,1,1/17/2014,Friday,6,3,2.5,1/20/2014,0,1,0,100,0,0,13.81,5
Astapor,0,1,0,0,1/11/2014,Saturday,7,5,1.06,4/5/2014,0,1,0,25,0,75,2.11,3
King's Landing,1,0,0,4,1/10/2014,Friday,6,4.9,1,6/18/2014,1,0,1,0,1,92.3,7.61,5
Astapor,0,1,0,3,1/3/2014,Friday,6,5,1.06,4/28/2014,0,1,0,7.7,0,38.5,2.57,4.9
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,4.5,1.06,5/24/2014,0,1,0,25,0,50,11.63,4
Winterfell,0,0,1,0,1/29/2014,Wednesday,4,NaN,1,6/26/2014,1,0,1,0,0,100,3.16,4
Winterfell,0,0,1,1,1/20/2014,Monday,2,NaN,1,1/21/2014,0,1,0,0,0,100,1.97,5
Winterfell,0,0,1,0,1/14/2014,Tuesday,3,4,1,6/12/2014,1,1,0,0,1,60,5.84,5
Winterfell,0,0,1,2,1/25/2014,Saturday,7,5,1,4/21/2014,0,0,1,0,1,66.7,4.18,5
Winterfell,0,0,1,1,1/17/2014,Friday,6,3,1,1/18/2014,0,0,1,0,0,0,17.53,5
Astapor,0,1,0,4,1/16/2014,Thursday,5,4.7,1.02,6/5/2014,1,1,0,10,0,70,4.56,5
Winterfell,0,0,1,1,1/4/2014,Saturday,7,5,1,3/4/2014,0,0,1,0,1,80,8.19,5
Astapor,0,1,0,2,1/24/2014,Friday,6,3.7,1,6/27/2014,1,1,0,0,1,60,6.13,4.3
Winterfell,0,0,1,3,1/31/2014,Friday,6,5,1,2/2/2014,0,0,1,0,1,33.3,4.33,4
Winterfell,0,0,1,5,1/1/2014,Wednesday,4,5,1,6/24/2014,1,1,0,0,0,62.5,2.17,4.3
Astapor,0,1,0,0,1/25/2014,Saturday,7,5,1,6/9/2014,1,1,0,0,1,75,5.32,5
Winterfell,0,0,1,6,1/17/2014,Friday,6,4.5,1,6/4/2014,1,1,0,0,0,100,0.53,4.5
Astapor,0,1,0,2,1/25/2014,Saturday,7,3.9,1.1,6/28/2014,1,1,0,15.4,0,15.4,3.98,4.8
Winterfell,0,0,1,0,1/14/2014,Tuesday,3,4.3,1.04,4/27/2014,0,1,0,14.3,1,42.9,4.68,5
Astapor,0,1,0,2,1/24/2014,Friday,6,4.3,1,5/25/2014,0,0,1,0,1,58.8,4.37,4.9
Astapor,0,1,0,1,1/7/2014,Tuesday,3,5,1,2/16/2014,0,1,0,0,1,66.7,10.46,5
King's Landing,1,0,0,0,1/2/2014,Thursday,5,5,1.13,6/28/2014,1,1,0,25,0,50,2.88,5
Astapor,0,1,0,5,1/16/2014,Thursday,5,4.8,1.01,5/25/2014,0,0,1,2,0,68.6,3.48,4.9
King's Landing,1,0,0,7,1/13/2014,Monday,2,4.9,1.08,6/15/2014,1,1,0,16.1,1,95.2,3.69,4.9
Winterfell,0,0,1,34,1/4/2014,Saturday,7,5,1.01,7/1/2014,1,1,0,2.6,0,66,2.91,4.7
Winterfell,0,0,1,1,1/17/2014,Friday,6,NaN,1,1/18/2014,0,1,0,0,1,100,3.05,5
King's Landing,1,0,0,2,1/19/2014,Sunday,1,NaN,1,6/9/2014,1,0,1,0,0,100,4.54,5
Winterfell,0,0,1,0,1/19/2014,Sunday,1,5,1.19,4/26/2014,0,1,0,50,1,25,1.64,5
King's Landing,1,0,0,1,1/26/2014,Sunday,1,4.9,1,6/30/2014,1,1,0,0,0,53.3,1.9,4.9
Astapor,0,1,0,0,1/28/2014,Tuesday,3,4.5,1,4/19/2014,0,1,0,0,1,50,13.59,5
Winterfell,0,0,1,21,1/6/2014,Monday,2,4.6,1.68,5/27/2014,0,1,0,47.8,0,95.7,1.7,4.8
Winterfell,0,0,1,1,1/23/2014,Thursday,5,NaN,1,1/23/2014,0,1,0,0,1,100,18.36,5
Winterfell,0,0,1,2,1/20/2014,Monday,2,5,1,1/21/2014,0,1,0,0,0,100,8.41,4
Astapor,0,1,0,2,1/22/2014,Wednesday,4,3,1,6/9/2014,1,1,0,0,1,85.7,9.11,5
Astapor,0,1,0,1,1/26/2014,Sunday,1,5,1,1/26/2014,0,0,1,0,0,0,0.74,5
King's Landing,1,0,0,0,1/12/2014,Sunday,1,5,1.25,5/21/2014,0,0,1,100,0,100,2.77,5
King's Landing,1,0,0,0,1/9/2014,Thursday,5,5,1,6/22/2014,1,1,0,0,0,0,0.81,5
King's Landing,1,0,0,27,1/19/2014,Sunday,1,4.1,1.02,2/3/2014,0,1,0,3.7,0,63,3.89,4.8
Winterfell,0,0,1,0,1/23/2014,Thursday,5,5,1,6/29/2014,1,1,0,0,1,66.7,2.22,5
Winterfell,0,0,1,2,1/17/2014,Friday,6,4.8,1,6/16/2014,1,1,0,0,0,71.4,11.61,5
King's Landing,1,0,0,0,1/9/2014,Thursday,5,5,1,4/6/2014,0,1,0,0,1,33.3,4.68,5
King's Landing,1,0,0,0,1/24/2014,Friday,6,4,1,6/27/2014,1,1,0,0,0,100,3.02,5
Winterfell,0,0,1,1,1/26/2014,Sunday,1,4.4,1.03,6/30/2014,1,0,1,2.9,1,94.3,6.02,4.9
Astapor,0,1,0,1,1/29/2014,Wednesday,4,5,1,1/29/2014,0,1,0,0,0,100,10.98,5
Winterfell,0,0,1,6,1/5/2014,Sunday,1,4.9,1.18,6/30/2014,1,1,0,18.6,1,58.1,2.95,4.7
Winterfell,0,0,1,1,1/11/2014,Saturday,7,4.8,1.23,6/27/2014,1,0,1,25,0,25,2.07,4.8
Winterfell,0,0,1,1,1/28/2014,Tuesday,3,NaN,1.25,1/29/2014,0,0,1,100,0,100,4.09,5
Winterfell,0,0,1,1,1/22/2014,Wednesday,4,5,2.25,2/9/2014,0,1,0,100,0,0,4.13,4
Astapor,0,1,0,2,1/1/2014,Wednesday,4,5,1,1/18/2014,0,0,1,0,0,50,6.35,4.5
Winterfell,0,0,1,0,1/10/2014,Friday,6,NaN,1,4/22/2014,0,1,0,0,0,100,1.08,5
Astapor,0,1,0,2,1/31/2014,Friday,6,5,1.15,6/14/2014,1,1,0,14.3,1,23.8,4.71,4.8
King's Landing,1,0,0,0,1/24/2014,Friday,6,5,1,3/24/2014,0,0,1,0,0,0,7.64,5
King's Landing,1,0,0,0,1/29/2014,Wednesday,4,5,1,5/30/2014,0,0,1,0,1,100,20.66,5
King's Landing,1,0,0,4,1/26/2014,Sunday,1,4.7,1,2/9/2014,0,1,0,0,0,50,15.1,5
Winterfell,0,0,1,1,1/7/2014,Tuesday,3,4.2,1,6/24/2014,1,1,0,0,1,75,3.17,4.6
Astapor,0,1,0,0,1/10/2014,Friday,6,5,1,5/24/2014,0,0,1,0,0,50,4.07,4
King's Landing,1,0,0,0,1/3/2014,Friday,6,5,1,6/17/2014,1,1,0,0,1,100,1.95,5
Winterfell,0,0,1,1,1/25/2014,Saturday,7,NaN,1,1/25/2014,0,1,0,0,1,0,3.4,5
Winterfell,0,0,1,0,1/13/2014,Monday,2,NaN,1,5/23/2014,0,0,1,0,1,100,3.3,5
Winterfell,0,0,1,1,1/12/2014,Sunday,1,5,1,1/12/2014,0,0,1,0,0,0,14.98,5
Winterfell,0,0,1,0,1/5/2014,Sunday,1,4.3,1,6/15/2014,1,1,0,0,0,58.3,0.8,4.6
Astapor,0,1,0,6,1/31/2014,Friday,6,5,1,5/19/2014,0,1,0,0,0,87.5,1.71,4.4
King's Landing,1,0,0,9,1/10/2014,Friday,6,4.3,1.22,6/21/2014,1,1,0,24,1,44,2.53,4.8
Winterfell,0,0,1,1,1/1/2014,Wednesday,4,4,1,1/2/2014,0,1,0,0,0,100,0.69,5
King's Landing,1,0,0,1,1/15/2014,Wednesday,4,5,1,5/23/2014,0,0,1,0,0,42.9,10.65,5
Astapor,0,1,0,1,1/17/2014,Friday,6,3,1,4/29/2014,0,1,0,0,0,50,8.17,4
Winterfell,0,0,1,2,1/16/2014,Thursday,5,3.5,1,1/17/2014,0,1,0,0,1,100,9.5,5
King's Landing,1,0,0,23,1/18/2014,Saturday,7,5,1.05,7/1/2014,1,0,1,11.6,1,55.1,2.38,4.7
Winterfell,0,0,1,2,1/27/2014,Monday,2,2.8,1.07,6/4/2014,1,1,0,13.3,1,53.3,5.2,4.6
King's Landing,1,0,0,12,1/10/2014,Friday,6,5,1,2/14/2014,0,1,0,0,1,92.3,6.03,4.7
King's Landing,1,0,0,5,1/23/2014,Thursday,5,5,1.02,6/27/2014,1,1,0,7.7,1,84.6,6.04,4.8
Winterfell,0,0,1,2,1/30/2014,Thursday,5,5,1.02,6/29/2014,1,1,0,3.6,1,57.1,9.41,4.8
King's Landing,1,0,0,1,1/1/2014,Wednesday,4,4,1,6/18/2014,1,1,0,0,1,100,14.73,5
King's Landing,1,0,0,12,1/11/2014,Saturday,7,5,1.22,6/27/2014,1,1,0,25,1,66.7,2.01,4.7
Winterfell,0,0,1,1,1/24/2014,Friday,6,5,1,1/25/2014,0,1,0,0,0,100,1.51,1
Winterfell,0,0,1,2,1/27/2014,Monday,2,4,1.11,6/30/2014,1,1,0,11.1,0,66.7,5.47,4.7
Winterfell,0,0,1,0,1/1/2014,Wednesday,4,2,2.13,2/18/2014,0,0,1,50,1,100,26.57,3
Winterfell,0,0,1,0,1/6/2014,Monday,2,NaN,1,6/29/2014,1,0,1,0,0,0,30.27,5
Astapor,0,1,0,1,1/23/2014,Thursday,5,5,1,2/6/2014,0,0,1,0,0,100,1.05,5
King's Landing,1,0,0,1,1/16/2014,Thursday,5,4.8,1,6/9/2014,1,0,1,0,0,72.7,11.35,5
Astapor,0,1,0,0,1/26/2014,Sunday,1,5,1.25,5/19/2014,0,1,0,33.3,0,33.3,3.61,5
Winterfell,0,0,1,7,1/12/2014,Sunday,1,4.5,1,6/29/2014,1,0,1,0,1,4,2.51,4.8
Astapor,0,1,0,1,1/23/2014,Thursday,5,NaN,1,4/22/2014,0,0,1,0,1,100,6.64,4.7
Winterfell,0,0,1,2,1/17/2014,Friday,6,4.5,1.17,3/9/2014,0,1,0,33.3,0,33.3,2.66,4.7
Winterfell,0,0,1,2,1/12/2014,Sunday,1,5,1,4/7/2014,0,1,0,0,0,100,25.57,5
Winterfell,0,0,1,1,1/18/2014,Saturday,7,5,1,4/5/2014,0,1,0,0,0,50,4.16,4.5
Astapor,0,1,0,2,1/9/2014,Thursday,5,5,1,1/16/2014,0,1,0,0,0,100,9.93,5
Winterfell,0,0,1,2,1/23/2014,Thursday,5,5,1,6/4/2014,1,1,0,0,1,75,9.21,4.3
Astapor,0,1,0,1,1/21/2014,Tuesday,3,4,1,4/26/2014,0,1,0,0,0,0,4.27,5
Winterfell,0,0,1,12,1/5/2014,Sunday,1,4.4,1.01,6/30/2014,1,1,0,2.8,0,66.7,4.02,4.5
King's Landing,1,0,0,34,1/29/2014,Wednesday,4,5,1,6/24/2014,1,1,0,0.9,1,74.3,2.45,4.5
Winterfell,0,0,1,2,1/31/2014,Friday,6,4.8,1,5/31/2014,0,0,1,0,0,40,2.03,4.4
Astapor,0,1,0,2,1/2/2014,Thursday,5,4.3,1.31,6/18/2014,1,1,0,25,0,75,3.54,4.9
Winterfell,0,0,1,0,1/19/2014,Sunday,1,NaN,1,5/10/2014,0,1,0,0,0,100,8.1,4
King's Landing,1,0,0,0,1/4/2014,Saturday,7,5,1,5/4/2014,0,1,0,0,0,0,2.01,5
Winterfell,0,0,1,1,1/18/2014,Saturday,7,NaN,1,1/19/2014,0,1,0,0,0,0,6.69,4
Winterfell,0,0,1,4,1/23/2014,Thursday,5,3.8,1.04,6/29/2014,1,1,0,14.3,1,57.1,6.53,5
Astapor,0,1,0,9,1/23/2014,Thursday,5,5,1.13,5/17/2014,0,0,1,21.1,1,68.4,4.19,4.7
Winterfell,0,0,1,5,1/25/2014,Saturday,7,4.5,1.33,6/23/2014,1,1,0,33.3,1,27.8,7.54,5
Winterfell,0,0,1,6,1/4/2014,Saturday,7,3.1,1.12,6/21/2014,1,1,0,6.5,1,45.2,1.66,4.3
Winterfell,0,0,1,7,1/4/2014,Saturday,7,4.7,1.02,6/28/2014,1,1,0,5,1,40,2.66,4.7
King's Landing,1,0,0,0,1/25/2014,Saturday,7,5,1.25,4/11/2014,0,1,0,25,1,100,10.02,5
Winterfell,0,0,1,0,1/4/2014,Saturday,7,4.3,1,6/1/2014,1,0,1,0,0,33.3,2.29,4.5
Astapor,0,1,0,1,1/19/2014,Sunday,1,NaN,1,1/24/2014,0,1,0,0,0,100,15.39,5
Winterfell,0,0,1,2,1/6/2014,Monday,2,4.6,1.19,6/26/2014,1,1,0,12.5,1,75,3.71,4.5
Winterfell,0,0,1,0,1/6/2014,Monday,2,NaN,1,5/3/2014,0,0,1,0,0,0,12.21,5
Winterfell,0,0,1,2,1/3/2014,Friday,6,4,1,1/26/2014,0,0,1,0,0,50,5.38,4.5
King's Landing,1,0,0,1,1/31/2014,Friday,6,5,1,6/13/2014,1,0,1,0,1,100,17.67,5
Winterfell,0,0,1,0,1/21/2014,Tuesday,3,4,1,5/25/2014,0,1,0,0,0,0,13.34,5
Winterfell,0,0,1,1,1/6/2014,Monday,2,NaN,2.25,1/6/2014,0,0,1,100,1,100,7.94,5
Winterfell,0,0,1,2,1/24/2014,Friday,6,5,1,3/25/2014,0,0,1,0,1,100,19.09,5
Winterfell,0,0,1,1,1/22/2014,Wednesday,4,4,1,1/23/2014,0,1,0,0,0,100,2.09,5
Astapor,0,1,0,4,1/6/2014,Monday,2,3.5,1,3/27/2014,0,1,0,0,1,81.8,14.34,4.9
Astapor,0,1,0,0,1/26/2014,Sunday,1,5,1,4/26/2014,0,1,0,0,0,100,5.28,5
Winterfell,0,0,1,2,1/25/2014,Saturday,7,5,1,6/28/2014,1,1,0,0,0,66.7,3.65,4.7
Winterfell,0,0,1,1,1/2/2014,Thursday,5,4,1,6/14/2014,1,1,0,0,1,66.7,2.86,4.7
Winterfell,0,0,1,3,1/30/2014,Thursday,5,5,1,1/31/2014,0,1,0,0,0,100,5.37,5
Astapor,0,1,0,2,1/13/2014,Monday,2,1.5,1,1/14/2014,0,1,0,0,1,100,4.67,5
Astapor,0,1,0,1,1/31/2014,Friday,6,5,1,2/1/2014,0,1,0,0,0,100,5.38,5
Astapor,0,1,0,0,1/19/2014,Sunday,1,5,1,5/27/2014,0,0,1,0,0,100,4.24,5
Winterfell,0,0,1,5,1/27/2014,Monday,2,4.6,1,6/14/2014,1,1,0,0,1,76,4.93,4.6
King's Landing,1,0,0,2,1/14/2014,Tuesday,3,5,1,5/30/2014,0,0,1,0,0,100,5.1,5
Winterfell,0,0,1,0,1/4/2014,Saturday,7,5,1,3/7/2014,0,1,0,0,1,100,1.79,5
Astapor,0,1,0,4,1/19/2014,Sunday,1,4.8,1.28,6/27/2014,1,1,0,27.8,0,61.1,2.72,5
King's Landing,1,0,0,0,1/2/2014,Thursday,5,5,1,3/16/2014,0,0,1,0,0,0,31.08,5
Winterfell,0,0,1,21,1/14/2014,Tuesday,3,4.9,1,6/30/2014,1,1,0,0,1,94.4,6.97,4.7
Astapor,0,1,0,0,1/22/2014,Wednesday,4,4.8,1,6/1/2014,1,1,0,0,0,60,3.5,5
Astapor,0,1,0,2,1/7/2014,Tuesday,3,5,1,5/12/2014,0,1,0,0,0,100,6.38,4.7
Winterfell,0,0,1,1,1/17/2014,Friday,6,5,1,5/22/2014,0,1,0,0,0,100,3.09,5
Winterfell,0,0,1,1,1/25/2014,Saturday,7,5,1.5,4/20/2014,0,0,1,50,0,25,3.21,5
Astapor,0,1,0,2,1/2/2014,Thursday,5,5,1.15,6/21/2014,1,1,0,20,1,40,3.03,5
Winterfell,0,0,1,1,1/22/2014,Wednesday,4,NaN,1,6/11/2014,1,1,0,0,1,100,9.29,5
Astapor,0,1,0,0,1/30/2014,Thursday,5,5,1,3/13/2014,0,1,0,0,0,100,3.72,5
Winterfell,0,0,1,4,1/21/2014,Tuesday,3,4.5,1,6/16/2014,1,1,0,0,1,66.7,4.08,4.8
Winterfell,0,0,1,1,1/25/2014,Saturday,7,5,2.5,1/26/2014,0,0,1,100,0,0,1.2,5
Astapor,0,1,0,1,1/31/2014,Friday,6,NaN,1,1/31/2014,0,1,0,0,0,100,16.6,5
King's Landing,1,0,0,33,1/22/2014,Wednesday,4,5,1.09,6/27/2014,1,1,0,12.8,1,65.4,4.15,4.8
Winterfell,0,0,1,1,1/28/2014,Tuesday,3,5,1,6/28/2014,1,0,1,0,1,30,3.21,4.4
Winterfell,0,0,1,5,1/12/2014,Sunday,1,3.4,1,6/16/2014,1,1,0,0,1,81.3,13.51,4.6
Astapor,0,1,0,1,1/14/2014,Tuesday,3,5,1,1/14/2014,0,1,0,0,0,100,7.99,5
King's Landing,1,0,0,2,1/23/2014,Thursday,5,5,1,5/13/2014,0,1,0,0,1,100,32.12,4.8
Winterfell,0,0,1,2,1/29/2014,Wednesday,4,3,1,1/31/2014,0,1,0,0,1,100,5.64,5
Winterfell,0,0,1,0,1/12/2014,Sunday,1,4.5,1,2/25/2014,0,1,0,0,0,100,4.27,4
Astapor,0,1,0,9,1/9/2014,Thursday,5,4.5,1,5/18/2014,0,0,1,0,0,58.3,1.79,4.9
Astapor,0,1,0,0,1/21/2014,Tuesday,3,5,1.38,4/18/2014,0,1,0,50,0,100,2.9,5
Astapor,0,1,0,1,1/4/2014,Saturday,7,NaN,1.17,4/13/2014,0,0,1,33.3,0,0,5.64,5
Winterfell,0,0,1,0,1/21/2014,Tuesday,3,NaN,1,5/19/2014,0,0,1,0,0,100,45.5,5
Astapor,0,1,0,2,1/19/2014,Sunday,1,5,1,1/20/2014,0,0,1,0,0,0,11.12,5
King's Landing,1,0,0,2,1/9/2014,Thursday,5,4.9,1,6/10/2014,1,1,0,0,0,100,11.46,5
Astapor,0,1,0,2,1/16/2014,Thursday,5,5,1,1/20/2014,0,1,0,0,0,50,14.57,5
King's Landing,1,0,0,1,1/29/2014,Wednesday,4,5,1,6/28/2014,1,1,0,0,0,33.3,4.3,5
Winterfell,0,0,1,1,1/16/2014,Thursday,5,4,1,2/2/2014,0,1,0,0,0,0,11.88,3
Winterfell,0,0,1,1,1/11/2014,Saturday,7,NaN,1,6/27/2014,1,1,0,0,0,66.7,4.02,4.3
Winterfell,0,0,1,7,1/12/2014,Sunday,1,5,1,5/16/2014,0,1,0,0,0,61.1,1.92,4.2
Winterfell,0,0,1,0,1/17/2014,Friday,6,5,1,5/20/2014,0,1,0,0,1,100,8.57,4.4
King's Landing,1,0,0,8,1/10/2014,Friday,6,4.6,1.06,6/27/2014,1,1,0,12.5,1,60,4.07,4.8
Winterfell,0,0,1,0,1/24/2014,Friday,6,NaN,1,3/21/2014,0,1,0,0,1,100,3.46,5
Winterfell,0,0,1,3,1/25/2014,Saturday,7,NaN,1,3/14/2014,0,1,0,0,0,80,2.77,4.4
Winterfell,0,0,1,0,1/5/2014,Sunday,1,4,1,6/17/2014,1,1,0,0,1,50,4.46,4
Winterfell,0,0,1,7,1/1/2014,Wednesday,4,2.5,1.17,6/14/2014,1,1,0,13,0,73.9,2.93,4.6
Astapor,0,1,0,1,1/19/2014,Sunday,1,5,1.25,1/20/2014,0,1,0,100,0,0,8.73,5
Astapor,0,1,0,1,1/17/2014,Friday,6,NaN,1,1/25/2014,0,1,0,0,1,0,5.35,5
Astapor,0,1,0,0,1/5/2014,Sunday,1,NaN,1,3/13/2014,0,0,1,0,1,100,4.5,4.7
Winterfell,0,0,1,0,1/10/2014,Friday,6,NaN,1,5/26/2014,0,0,1,0,0,100,11.91,5
Astapor,0,1,0,2,1/21/2014,Tuesday,3,5,1,1/24/2014,0,1,0,0,1,100,6.35,5
King's Landing,1,0,0,0,1/15/2014,Wednesday,4,3,1,6/16/2014,1,1,0,0,1,0,13.51,5
Winterfell,0,0,1,1,1/23/2014,Thursday,5,5,1,1/24/2014,0,1,0,0,0,100,0.75,5
Winterfell,0,0,1,0,1/14/2014,Tuesday,3,NaN,1,5/13/2014,0,1,0,0,0,100,13.64,4
Winterfell,0,0,1,1,1/10/2014,Friday,6,3,1.04,5/21/2014,0,1,0,16.7,0,66.7,3.33,5
